증상,제품명,효능,복용법
비염,알메텍정,"이 약은 계절성 및 다년성 알레르기성 비염, 알레르기성 결막염, 만성 특발성 두드러기, 피부소양증과 하이드로코티손 외용제와 병용에 의한 습진, 피부염에 사용합니다.","성인 및 6세 이상의 소아는 1일 1회 1정(10 mg)을 취침 전에 복용하고, 이상반응에 민감한 환자의 경우는 1/2정(5 mg)씩을 아침, 저녁에 분할 복용합니다.연령, 증상에 따라 적절히 증감합니다.중등도~중증(심한 증상)의 신장애 환자의 투여 간격은 환자의 신기능에 따라 조절되어야 하고, 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오."
비염,노타민정,"이 약은 알레르기성 비염(재채기, 코막힘, 가려움, 눈의 작열감), 만성 특발성(원인 불명의) 두드러기에 사용합니다.","성인 및 12세 이상의 소아는 1일 1회 1정(10 mg) 복용합니다.6~12세 미만의 소아는 체중이 30 kg이상인 경우 1일 1회 1정(10 mg), 30 kg이하인 경우 1일 1회 1/2정(5 mg) 복용합니다.연령, 증상에 따라 적절히 증감합니다."
불쾌감,아네모정,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림에 사용합니다.","성인 1회 2정, 1일 3회 식간(식사와 식사때 사이) 및 취침시에 복용합니다."
불쾌감,게루삼정,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림에 사용합니다.","만 15세 이상 및 성인은 1회 2정, 만 8세 이상 15세 미만은 1회 1정, 1일 3회 식간(식사때와 식사때 사이) 및 취침시 복용합니다.복용간격은 4시간 이상으로 합니다."
불쾌감,건위황정,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식에 사용합니다.","성인 1회 5정, 1일 3회 식간 및 취침시 복용합니다.복용간격은 4시간 이상으로 합니다."
불쾌감,포리라제정,"이 약은 위산과다, 속쓰림, 위부불쾌감, 위부(상복부)팽만감, 체함, 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감에 사용합니다.","성인은 1회 1정, 1일 3회 식간(식사때와 식사때 사이에)에 복용합니다."
불쾌감,청나점안액,"이 약은 눈의 피로, 결막충혈, 수영 후 눈의 불쾌감 또는 먼지나 땀이 눈에 들어갔을 때, 자외선 및 기타광선에 의한 눈의 염증, 눈꺼풀의 짓무름, 하드콘택트렌즈를 착용시 불쾌감, 눈의 가려움, 눈의 침침함(눈곱이 많을 때 등)에 사용합니다.","1회 2~3방울, 1일 5~6회 점안합니다."
불쾌감,스완안약,"이 약은 눈의 피로, 결막충혈, 수영 후 눈의 불쾌감 또는 먼지나 땀이 눈에 들어갔을 때, 자외선 및 기타광선에 의한 눈의 염증, 눈꺼풀의 짓무름, 하드콘택트렌즈를 착용시 불쾌감, 눈의 가려움, 눈의 침침함(눈곱이 많을 때 등)에 사용합니다.","1회 2~3방울, 1일 5~6회 점안합니다."
불쾌감,겔포스엠현탁액,"이 약은 위산과다(위염, 위·십이지장궤양에 관련된 것도 포함), 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림에 사용합니다.","성인 1회 1포, 1일 3회 식간(식사때와 식사때사이) 및 취침시 복용합니다. 복용간격은 4시간 이상으로 합니다."
불쾌감,브라이점안액,"이 약은 눈의 피로, 결막충혈, 수영 후 눈의 불쾌감 또는 먼지나 땀이 눈에 들어갔을 때, 자외선 및 기타광선에 의한 눈의 염증, 눈꺼풀의 짓무름, 하드콘택트렌즈를 착용시 불쾌감, 눈의 가려움, 눈의 침침함(눈곱이 많을 때 등)에 사용합니다.","1회 2~3방울, 1일 5~6회 점안합니다."
불쾌감,애니탈삼중정,"이 약은 소화성 궤양에 따른 다음 증상의 개선: 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역,구토, 위통, 신트림, 소화불량에 사용합니다.",성인은 1회 2정 1일 3회 매 식간(식사때와 식사때 사이에)에 복용합니다.
불쾌감,센쥬씨엘점안액,"이 약은 눈의 피로, 누액의 보조(눈의 건조), 하드콘택트렌즈 및 소프트렌즈 착용시의 불쾌감, 눈의 침침함(눈꼽이 많은 때 등)에 사용합니다.",1회 2~3방울을 1일 5~6회 점안합니다.
부종,키모랄에스정,"이 약은 수술 및 외상후, 유즙울체의 염증성 부종의 완화에 사용합니다.","성인은 첫날 1회 2정 1일 4회, 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다."
부종,기모타부정,"이 약은 수술 및 외상후, 유즙울체의 염증성 부종의 완화에 사용합니다.","성인은 첫날 1회 2정, 1일 4회, 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다."
부종,마스질정,"이 약은 알레르기성 비염, 고초열, 두드러기, 소양성 피부질환(소양증, 습진, 피부염), 맥관신경성 부종, 코감기에 의한 재채기, 콧물, 기침에 사용합니다.","성인은 1회 1정(1 mg)을 1일 2회 아침, 저녁으로 복용합니다.1일 2정(2 mg)을 초과하지 마십시오.연령, 증상에 따라 적절히 증감합니다."
부종,베노론캡슐,"이 약은 치질과 정맥류, 정맥부전(임신시 포함), 정맥염후증후군에 의한 여러 증상(하지(다리)중압감, 동통(통증), 부종(부기) 등)의 개선과 자반(자주색 반점)증에 사용합니다.","성인은 1회 1캡슐(300 mg), 1일 2회 (점심, 저녁 식사 시) 복용합니다.치질의 재발이나 악화 시에는 1일 4~6캡슐(1,200~1,800 mg)까지 복용합니다.연령. 증상에 따라 적절히 증감 합니다."
부종,베노플러스겔,"이 약은 정맥류상 부종, 표재성 정맥염, 사고시 외상, 운동시 부상(타박상), 건초염의 진통·소염에 사용합니다.",상처나 감염된 부위에 1일 수회 엷게 바른후 피부를 가볍게 문질러 줍니다.
부종,조아디오스민캡슐,"이 약은 치질과 정맥류, 정맥부전(임신시 포함), 정맥염후증후군에 의한 여러 증상(하지(다리)중압감, 동통(통증), 부종(부기) 등)의 개선과 자반(자주색 반점)증에 사용합니다.","성인은 1회 1캡슐(300 mg), 1일 2회 (점심, 저녁 식사 시) 복용합니다.치질의 재발이나 악화 시에는 1일 4~6캡슐(1,200~1,800 mg)까지 복용합니다.연령. 증상에 따라 적절히 증감 합니다."
부종,멘자펜정,"이 약은 월경시 경련(심한복통), 부기(부종), 두통, 요통, 근육통, 피로감의 완화에 사용합니다.",성인 및 12세 이상의 소아는 1회 2정을 물과 함께 복용합니다.필요시 6시간 간격으로 복용하고 1일 총 용량은 8정을 초과하지 마십시오.
부종,닥스펜정,"이 약은 만성 다발성관절염, 류마티스관절염, 관절증, 강직척추염, 외상 및 수술 후 통증성 부종 또는 염증 그리고 염증, 통증 및 발열을 수반하는 감염증의 치료보조에 사용합니다.","성인은 1회 1정(300 mg), 1일 2~4회 복용합니다. 단, 1일 4정(1,200 mg)을 초과하지 않습니다."
부종,애니펜정300밀리그램,"이 약은 만성 다발성관절염, 류마티스관절염, 관절증, 강직척추염, 외상 및 수술 후 통증성 부종 또는 염증 그리고 염증, 통증 및 발열을 수반하는 감염증의 치료보조에 사용합니다.","성인은 1회 1정(300 mg), 1일 2~4회 복용합니다. 단, 1일 4정(1,200 mg)을 초과하지 않습니다."
부종,트립라인정,"이 약은 수술 및 외상후, 유즙울체의 염증성 부종의 완화에 사용합니다.","성인은 첫날 1회 2정 1일 4회, 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량, 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다."
변비,성광관장약,"이 약은 변비, 장내용물의 배설에 사용합니다.","성인은 1회 15 g(30 mL), 6~11세는 1회 10 g(20 mL), 1~5세는 1회 5 g(10 mL), 1세 미만은 1회 2.5 g(5 mL)을 항문내 주입합니다.연령, 증상에 따라 적절히 증감합니다."
변비,마그밀정,"이 약은 위.십이지장궤양, 위염, 위산과다의 제산작용 및 증상의 개선, 변비증에 사용합니다.","위.십이지장궤양, 위염, 위산과다에는 산화마그네슘으로서 1일 2~5정(1~2.5 g)을 수회(여러 차례) 분할 복용, 변비증에는 1일 2~4정(1~2 g)을 1~2회 분할 복용합니다.연령, 증상에 따라 적절히 증감합니다."
변비,신일비사코딜정,"이 약은 급만성 변비, 수술전후, 장내분변제거, X-선 촬영시 장내분변 제거에 사용합니다.",성인은 1일 1회 2정(10 mg)을 취침시에 복용합니다.증상에 따라 1회량을 3정(15 mg)까지 양을 늘릴 수 있습니다.
변비,안티비오과립75밀리그람,"이 약은 정장, 변비, 묽은 변, 복부팽만감, 장내 이상발효에 사용합니다.","성인은 1회 1포(락토바실루스 아시도필루스균으로서 75 mg), 1일 3회 복용합니다.연령과 증상에 따라 적절히 증감할 수 있습니다."
변비,스파토민캡슐,"이 약은 위·십이지장궤양, 위염, 대장염, 게실(곁주머니)염, 경련성 변비의 경련 완화에 사용합니다.","성인은 1회 1~2캡슐(10 ∼ 20 mg), 1일 3 ∼ 4회 복용합니다."
변비,바이오탑에스캡슐,"이 약은 정장, 변비, 묽은 변, 복부팽만감, 장내 이상발효에 사용합니다.",1회 2캡슐씩 1일 3회 식후에 복용합니다.
변비,포리부틴정,"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토, 비감염성 장관 통과 장애(변비, 설사))에 사용합니다.","성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
변비,스파부틴정100밀리그램,"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토, 비감염성 장관 통과 장애(변비, 설사))에 사용합니다.","성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
변비,타라부틴정,"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토, 비감염성 장관 통과 장애(변비, 설사))에 사용합니다.","성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
변비,베부틴정,"이 약은 식도역류 및 열공헤르니아, 위 십이지장염, 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토, 비감염성 장관 통과 장애(변비, 설사))에 사용합니다.","성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령, 증상에 따라 적절히 증감합니다."
백선,에코라연고,"이 약은 피부진균증(피부사상균(백선균등)에 의한 피부질환(족부백선, 완선, 두부백선), 피부칸디다증, 어루러기)과 이 약 감수성균에 의한 피부감염에 사용합니다.",1일 1~3회 적당량을 환부에 바르고 가볍게 문지릅니다.
백선,카마졸크림,"이 약은 피부사상균, 효모 곰팡이, 기타 진균에 의한 피부진균증(백선, 어루러기, 피부칸디다증, 칸디다성 외음염 및 칸디다성 귀두염), 상기 진균류에 중복감염된 피부질환, 코리네박테륨에 의한 홍색음선에 사용합니다.","1일 1~3회(질환 부위)에 얇게 바르고 문지릅니다.치료기간은 질환의 정도와 위치에 따라 다른데, 피부진균병인 경우 3~4주, 어루러기인 경우 1~3주, 홍색음선인 경우 2~4주, 칸디다성 외음염 및 칸디다성 귀두염인 경우 1~2주를 사용합니다.완전한 치료효과를 얻기 위해서 충분한 기간동안 규칙적으로 사용합니다."
백선,일동엑소데릴크림,"이 약은 백선(족부백선, 수부백선, 고부백선(완선), 체부백선), 피부칸디다증, 어루러기, 조갑(손톱, 발톱) 진균증에 사용합니다.","피부진균증에 사용하는 경우 1일 1회(가능하면 취침시) 환부를 깨끗이 닦고 완전히 건조시킨 후 환부 및 그 주위의 피부에 얇게 바르고 부드럽게 문지르십시오.조갑(손톱, 발톱) 진균증에 사용하는 경우 손톱, 발톱을 짧게 깎고, 1일 1회(가능하면 취침시) 또는 필요에 따라 1일 2회(아침, 저녁) 얇게 바릅니다. 재발 방지를 위해 모든 증상이 소실된 후에도 약 2주간 더 사용합니다."
백선,일동엑소데릴액,"이 약은 백선(족부백선, 수부백선, 고부백선(완선), 체부백선), 피부칸디다증, 어루러기, 조갑(손톱, 발톱) 진균증에 사용합니다.","피부진균증에 사용하는 경우 1일 1회(가능하면 취침시) 환부를 깨끗이 닦고 완전히 건조시킨 후 환부 및 그 주위의 피부에 얇게 바르고 부드럽게 문지르십시오.조갑(손톱, 발톱) 진균증에 사용하는 경우 손톱, 발톱을 짧게 깎고, 1일 1회(가능하면 취침시) 또는 필요에 따라 1일 2회(아침, 저녁) 얇게 바릅니다. 재발 방지를 위해 모든 증상이 소실된 후에도 약 2주간 더 사용합니다."
백선,바리토나액,"이 약은 피부진균증(백선(수부백선, 족부백선, 체부백선, 서혜부백선), 피부칸디다증, 어루러기)과 홍색음선에 사용합니다.","바르기 전에 환부(질환 부위)를 씻고 완전히 건조시킨 후 이 약을 1일 1회(가능한 한 취침 전) 환부(질환 부위)에 얇게 바르고, 피부속으로 침투되도록 잘 문지릅니다.손바닥 크기의 환부(질환 부위)를 치료하기 위해서는 보통 소량의 액제(3 방울) 또는 소량의 크림(짜낸 크림의 길이가 약 5 mm정도 되는 양)으로 충분합니다.이 약으로 완전치료를 하기 위해서는 급성 염증 증상이 사라졌다고 해서 중단하지 않고 보통 백선은 2~3주, 피부칸디자증은 2~3주, 어루러기는 2주, 홍색음선은 2주 동안 치료를 계속합니다."
백선,코모졸크림,"이 약은 백선(체부백선, 완선, 족부백선), 피부칸디다증, 어루러기, 지루피부염의 피부진균증에 사용합니다.",보통 1일 1회 또는 감염의 심한 정도에 따라 1일 2회 바를 수 있습니다.증상이 소실된 후에도 수일간 계속 바르십시오.
백선,태극케토코나졸크림,"이 약은 백선(체부백선, 완선, 족부백선), 피부칸디다증, 어루러기, 지루피부염의 피부진균증에 사용합니다.",보통 1일 1회 또는 감염의 심한 정도에 따라 1일 2회 바를 수 있습니다.증상이 소실된 후에도 수일간 계속 바르십시오.
백선,라미실크림1%,"이 약은 피부사상균에 의한 피부진균감염증(족부백선, 고부백선(완선), 체부백선), 어루러기, 피부칸디다증에 사용합니다.","1일 1~2회 환부(질환부위)에 바릅니다.질환에 따른 치료기간은 족부백선(발백선증, 무좀)인 경우 1일 1회 1주, 지간(발가락사이)형 족부백선(발백선증, 무좀)인 경우 1일 2회 1주, 족저형(발바닥) 족부백선(발백선증, 무좀)인 경우 1일 2회 2주, 체부백선, 고부백선(대퇴부백선)(완선(사타구니백선))인 경우 1~2주, 피부칸디다증인 경우 1~2주, 어루러기인 경우 2주간 사용합니다.사용 전에 환부(질환부위)를 깨끗이 씻고, 완전히 건조시킨후 1일 1~2회 환부(질환부위)에 얇게 펴 부드럽게 문지르면서 바릅니다. 특히 밤에는, 간찰성 감염의 경우(유방하, 지간(발가락사이), 볼기간(엉덩이사이), 서혜부) 도포 부위를 거즈 조각으로 덮을 수 있습니다."
백선,영진멘탁스크림,"이 약은 백선(족부백선(발백선증,무좀), 고부백선(대퇴부백선)(완선(사타구니백선(증))), 체부백선), 어루러기에 사용합니다.",1일 1회 환부(질환 부위)에 바릅니다.
백선,발무졸크림,"이 약은 무좀, 완선(사타구니백선(증)), 체부백선에 사용합니다.",1일 1회 적당량을 환부(질환 부위)에 바릅니다.
발육불량,트레스비정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용합니다.","성인 및 12세이상 어린이는 1회 1정씩, 1일 1회 복용합니다."
발육불량,모아칼연질캡슐,"이 약은 임신ㆍ수유기, 발육기, 노년기의 비타민 D의 보급과 뼈, 이의 발육불량, 구루병의 예방과 칼슘결핍 및 기타 칼슘의 보급에 사용합니다.","성인은 1회 2캡슐씩, 1일 1~2회 복용합니다."
발육불량,비나폴로엑스트라연질캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방, 신경통, 근육통, 관절통(요통(허리통증), 어깨결림 등), 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 말초 혈행 장애 및 갱년기시 어깨ㆍ 목결림, 수족저림ㆍ수족냉증(손발이 차가움) 증상의 완화에 사용합니다.","만 8세 이상 어린이 및 성인은 1회 1캡슐씩, 1일 2회 복용합니다."
발육불량,파워폴연질캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, B1, B2, C의 보급과 눈의 건조감 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방에 사용합니다.","성인은 1회 1캡슐씩, 1일 1회 복용합니다."
발육불량,하드칼츄어블정,"이 약은 칼슘 결핍 및 기타 칼슘의 보급과 임신ㆍ수유기, 발육기, 노년기의 비타민 D의 보급과 뼈, 이의 발육불량, 구루병의 예방에 사용합니다.","성인 및 만 12세 이상은 1회 1~2정, 1일 1회 복용합니다.만 36개월 이상~만 12세 미만 어린이는 1회 1/2 ~1정, 1일 1회 복용합니다.입안에서 녹이거나 씹어서 복용합니다."
발육불량,진셀몬에스이정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증, 뼈, 이의 발육불량, 구루병의 예방과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용합니다.","12세 이상 및 성인은 1회 1정씩, 1일 1회 복용합니다."
발육불량,메가비타연질캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민  A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 각기, 눈의 피로, 뼈, 이의 발육불량, 구루병의 예방, 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화에 사용합니다.","성인은 1회 1캡슐씩, 1일 1회 복용합니다."
발육불량,헬프비타연질캡슐,"이 약은 육체피로, 수유기, 병중ㆍ병후의 체력 저하 시, 발육기, 노년기의 비타민의 보급과 뼈, 이의 발육불량, 구루병의 예방과 말초혈행장애, 갱년기 시 어깨ㆍ목결림, 수족저림ㆍ수족냉증(손발이 차가움) 증상의 완화에 사용합니다.","만 12세 이상 및 성인은 1일 1회, 1회 1캡슐 복용합니다."
발육불량,지노메디츄어블정,"이 약은 임신ㆍ수유기, 발육기, 노년기의 비타민 D의 보급과 뼈, 이의 발육불량, 구루병의 예방과 칼슘결핍 및 기타 칼슘의 보급에 사용합니다.","12세 이상 및 성인은 1일 1회 1정, 36개월~12세는 1일 1회 1/2정 복용합니다.입안에서 녹이거나 씹어서 복용합니다."
발육불량,웰비타연질캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민  A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방에 사용합니다.","12세 이상 및 성인은 1회 1캡슐씩, 1일 1회 식후에 복용합니다."
발열,판콜에이내복액,"이 약은 감기의 여러 증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","성인 1회 1병(30 mL), 1일 3회 식후 30분에 복용합니다."
발열,제로미아액,"이 약은 약물치료, 구강 또는 인후 부근의 방사선 치료, 타액선 감염, 구강 또는 인후감염, 치아 또는 구강수술, 발열, 정서적요인으로 인한 타액분비감소에 사용합니다.",구강내 습기를 유지하는데 필요한 만큼 또는 의사의 지시에 따라 구강이나 인후에 1~2회 동안 직접 분무합니다.
발열,뇌선,"이 약은 두통, 치통, 발치후의 동통, 인후통, 귀의통증, 관절통, 신경통, 요통, 근육통, 견통, 타박통, 골절통, 염좌통, 월경통(생리통), 외상통의 진통, 오한, 발열시의 해열에 사용합니다.","성인 1회 1포, 1일 3회를 한도로 하고 공복시를 피하여 복용합니다.복용간격은 4시간 이상으로 합니다."
발열,부루펜정200밀리그램,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에는 1회 1~3정(200~600 mg) 1일 3~4회 1일 최고 16정(3,200 mg)까지 복용할 수 있으며, 연소성 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할 복용, 경증 및 중등도의 동통이나 감기에는 성인 1회 1~2정(200~400 mg) 1일 3~4회 복용합니다."
발열,게보린정,"이 약은 두통, 치통, 발치(이를 뽑음)후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨통증), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통과 오한(춥고 떨리는 증상), 발열시의 해열에 사용합니다.",성인은 1회 1정 1일 3회까지 공복시를 피해 복용합니다.복용간격은 4시간 이상으로 합니다.이 약은 원칙적으로 단기간 복용합니다.
발열,제로바액,"이 약은 약물치료, 구강 또는 인후 부근의 방사선 치료, 타액선 감염, 구강 또는 인후감염, 치아 또는 구강수술, 발열, 정서적요인으로 인한 타액분비감소에 사용합니다.",구강내 습기를 유지하는데 필요한 만큼 구강이나 인후에 1~2회 직접 분무합니다.
발열,부루펜정400밀리그램,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg), 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다. 연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg), 1일 3~4회 복용합니다.권장용량을 초과하여 복용하지 마십시오.연령, 증상에 따라 적절히 증감하십시오."
발열,스코펜정400밀리그램,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg), 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다. 연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg), 1일 3~4회 복용합니다.11~14세는 1회 200~250 mg, 7~10세는 1회 150~-200 mg, 3~6세는 1회 100~150 mg, 1~ 2세는 1회 50~100 mg을 1일 3~4회 경구투여합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg을 초과해서는 안되며 공복시 복용은 피하는 것이 바람직합니다.권장용량을 초과하여 복용하지 마십시오."
발열,이부펜200밀리그람정,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에는 1회 1~3정(200~600 mg) 1일 3~4회 1일 최고 16정(3,200 mg)까지 복용할 수 있으며, 연소성 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할 복용, 경증 및 중등도의 동통이나 감기에는 성인 1회 1~2정(200~400 mg) 1일 3~4회 복용합니다."
발열,이텍스이부프로펜정400mg,"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg), 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다. 연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg), 1일 3~4회 복용합니다.11~14세는 1회 200~250 mg, 7~10세는 1회 150~-200 mg, 3~6세는 1회 100~150 mg, 1~ 2세는 1회 50~100 mg을 1일 3~4회 경구투여합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg을 초과해서는 안되며 공복시 복용은 피하는 것이 바람직합니다.권장용량을 초과하여 복용하지 마십시오."
말초혈행장애,두리방연질캡슐,"이 약은 말초혈행장애로 인한 어깨ᆞ목결림, 수족저림ᆞ수족냉증(손발이 차가움) 증상의 완화에 사용합니다.","성인은 1회 1캡슐씩, 1일 3회 식후에 복용합니다."
